,flrID,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,note,linkedEvents,submissionTime,link
0,2015-10-01T13:03:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-10-01T13:03Z,2015-10-01T13:10Z,2015-10-01T13:14Z,M4.5,S18W62,12422,,,2015-10-01T13:49Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/9440/-1
1,2015-10-02T00:08:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-10-02T00:08Z,2015-10-02T00:13Z,2015-10-02T00:17Z,M5.5,S20W66,12422,,,2015-10-07T18:24Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/9445/-1
2,2015-10-02T12:21:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-10-02T12:21Z,2015-10-02T12:26Z,2015-10-02T12:31Z,M1.0,S20W73,12422,,,2015-10-02T13:50Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/9450/-1
3,2015-10-02T17:10:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-10-02T17:10Z,2015-10-02T17:18Z,2015-10-02T17:25Z,M1.0,S21W78,12422,,,2015-10-02T18:53Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/9451/-1
4,2015-10-04T02:36:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-10-04T02:36Z,2015-10-04T02:41Z,2015-10-04T02:48Z,M1.0,S18W78,12422,,,2015-10-04T03:17Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/9454/-1
5,2015-10-15T23:27:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-10-15T23:27Z,2015-10-15T23:31Z,2015-10-15T23:37Z,M1.1,S11E50,12434,"2 flares contribute to the GOES x-ray event: at the start time 22:45 an AR at the NE limb shows brightening (probably partially occulted event), AR 12434 starts flaring at ~23:27",,2015-10-21T17:37Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/9512/-1
6,2015-10-16T06:11:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-10-16T06:11Z,2015-10-16T06:16Z,2015-10-16T06:20Z,M1.1,S11E45,12434,"No sign of CME, just a compact flare",,2015-10-16T12:01Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/9514/-1
7,2015-10-17T20:09:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-10-17T20:09Z,2015-10-17T20:23Z,2015-10-17T20:28Z,M1.1,S18E79,12437,From unnumbered AR at the limb E of 2435.,,2015-10-21T17:38Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/9521/-1
8,2015-10-17T20:35:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-10-17T20:35Z,2015-10-17T20:42Z,2015-10-17T20:46Z,M1.5,S18E79,12437,From unnumbered AR at the limb E of 2435. There is an associated eruption that can be seen in STA EUVI in the southwest and in SDO AIA imagery in the southeast of an eruption characterized by opening and closing field lines at the time of the flare.,,2015-10-21T17:38Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/9522/-1
9,2015-10-22T02:13:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-10-22T02:13Z,2015-10-22T03:40Z,2015-10-22T07:44Z,C4.4,S10W34,12434,"very long duration event, seems to have no impulsive phase, lightcurve from post-eruptive arcade, can be seen very clearly in AIA 131 and flare ribbons in AIA 304, event has dimmings to the SE of the AR and a CME observed in coronagraph images",[{'activityID': '2015-10-22T03:12:00-CME-001'}],2015-10-23T01:03Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/9547/-1
10,2015-10-29T01:03:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-10-29T01:03Z,2015-10-29T01:25Z,2015-10-29T01:40Z,C1.1,N19W37,12440,After the flare there was an eruption that caused rising levels of SEP and they crossed the threshold in both SOHO and GOES.,"[{'activityID': '2015-10-29T04:00:00-SEP-001'}, {'activityID': '2015-10-29T04:35:00-SEP-001'}, {'activityID': '2015-10-29T05:50:00-SEP-001'}]",2015-11-04T18:18Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/9577/-1
11,2015-10-31T17:48:00-FLR-001,[{'displayName': 'GOES15: SEM/XRS 1.0-8.0'}],2015-10-31T17:48Z,2015-10-31T17:52Z,2015-10-31T17:55Z,M1.0,N08E45,12443,,,2015-10-31T18:15Z,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/9601/-1
